State,Jurisdiction,FIPSCode,QD1a,QD1_Comment,QD2a,QD2b,QD2c,QD2d,QD2_Other,QD2e,QD2f,QD2g,QD2_Total,QD2g_Other,QD2_Comment,QD3a,QD3_Comment,QD4a,QD4b,QD4c,QD4d,QD4e,QD4f,QD4_Total,QD4_Comment,QD5,QD5_Comment
WI,CITY OF KENOSHA - 30241 -  WARD 39,5505973364,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 40,5505973365,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 41,5505973366,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 42,5505973367,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 43,5505973368,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 44,5505973369,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 45,5505973370,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 46,5505973371,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 47,5505973372,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 48,5505973373,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 49,5505973374,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 50,5505973375,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 51,5505973376,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 52,5505973377,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 53,5505973378,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 54,5505973379,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 55,5505973380,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 56,5505973381,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 57,5505973382,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 58,5505973383,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 59,5505973384,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 60,5505973385,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 61,5505973386,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 62,5505973387,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 63,5505973388,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 64,5505973389,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 65,5505973390,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 66,5505973391,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 67,5505973392,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 68,5505973393,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 69,5505973394,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 70,5505973395,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 71,5505973396,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 72,5505973397,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 73,5505973398,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 74,5505973399,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 75,5505973400,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 76,5505973401,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 77,5505973402,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 78,5505973403,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 79,5505973404,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 80,5505973405,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 81,5505973406,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 82,5505973407,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 83,5505973408,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 84,5505973409,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 85,5505973410,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 86,5505973411,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 87,5505973412,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,CITY OF KENOSHA - 30241 -  WARD 88,5505973413,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat difficult,
WI,TOWN OF AHNAPEE - 31002 -  WARD 1,5506174523,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Neither difficult nor easy,
WI,TOWN OF FRANKLIN - 31008 -  WARD 1,5506174527,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Neither difficult nor easy,
WI,TOWN OF WEST KEWAUNEE - 31020 -  WARDS 1-2,5506174533,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Neither difficult nor easy,
WI,VILLAGE OF BANGOR - 32106 -  Wards 1 & 2,5506372515,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very difficult,
WI,VILLAGE OF ROCKLAND - 32176 -  WARD 1,5506373526,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,3,1,1,5,,Neither difficult nor easy,
WI,TOWN OF LAMONT - 33020 -  WARDS 1 & 2,5506572934,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,0,3,5,,Neither difficult nor easy,
WI,TOWN OF WIOTA - 33036 -  WARD 1,5506572944,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,0,4,5,,Somewhat difficult,
WI,TOWN OF KENDALL - 33018 -  Ward 1,5506572980,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,0,5,5,,Very difficult,
WI,TOWN OF PARRISH - 34018 -  Ward 1,5506772222,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,TOWN OF SUMMIT - 34028 -  Ward 1,5506772227,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,1,0,0,2,0,2,5,,Very easy,
WI,VILLAGE OF WHITE LAKE - 34191 -  Ward 1,5506772231,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,0,5,5,,Very difficult,
WI,TOWN OF BRADLEY - 35004 -  WARDS 1-5,5506973032,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,0,3,5,,Very difficult,
WI,TOWN OF RUSSELL - 35020 -  WARD 1,5506973037,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,1,3,5,,Neither difficult nor easy,
WI,TOWN OF SCOTT - 35024 -  WARDS 1-2,5506973039,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,VILLAGE OF VALDERS - 36186 -  WARD 1,5507173552,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,1,3,5,,Neither difficult nor easy,
WI,TOWN OF LIBERTY - 36016 -  WARDS 1-2,5507173553,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,TOWN OF FRANKLIN - 36010 -  Ward 1 - 3,5507174791,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Very easy,
WI,TOWN OF TWO CREEKS - 36034 -  Ward 1,5507174800,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,VILLAGE OF MARIBEL - 36147 -  ward 1,5507174803,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Neither difficult nor easy,
WI,VILLAGE OF WHITELAW - 36191 -  WARD 1,5507174806,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,1,4,5,,Neither difficult nor easy,
WI,TOWN OF EATON - 36008 -  WARD 1,5507175332,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,0,0,4,5,,Somewhat difficult,
WI,TOWN OF CLEVELAND - 37014 -  Wards 1 & 2,5507371260,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,TOWN OF EMMET - 37024 -  Ward 1 & 2,5507371265,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,TOWN OF FRANKFORT - 37026 -  Ward 1,5507371266,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,2,2,0,5,,Very easy,
WI,TOWN OF KNOWLTON - 37048 -  Wards 1 - 3,5507371277,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very easy,
WI,TOWN OF MCMILLAN - 37056 -  WARDS 1-3,5507371279,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Very easy,
WI,TOWN OF REID - 37064 -  Wards 1 & 2,5507371282,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,3,0,5,,Neither difficult nor easy,
WI,TOWN OF SPENCER - 37074 -  Wards 1 & 2,5507371286,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,TOWN OF TEXAS - 37078 -  WARDS 1 & 2,5507371289,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,0,5,5,,Somewhat easy,
WI,TOWN OF WIEN - 37084 -  Ward 1,5507371292,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,3,2,0,5,,Neither difficult nor easy,
WI,VILLAGE OF BROKAW - 37106 -  WARD 1,5507371293,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very difficult,
WI,TOWN OF MOSINEE - 37058 -  Ward 1 - 3,5507375219,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,0,5,5,,Neither difficult nor easy,
WI,TOWN OF BEAVER - 38006 -  Wards 1 & 2,5507572239,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Neither difficult nor easy,
WI,TOWN OF GOODMAN - 38012 -  Ward 1,5507574822,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,1,4,5,,Very easy,
WI,"CITY OF MONTELLO - 39251 -  WARDS 1,2,3,4",5507773488,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,0,4,0,5,,Very easy,
WI,TOWN OF CRYSTAL LAKE - 39004 -  WARD 1,5507773490,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Very difficult,
WI,"TOWN OF MONTELLO - 39012 -  WARDS 1,2,3,4",5507773494,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,TOWN OF OXFORD - 39020 -  WARDS 1&2,5507773514,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,1,2,5,,Very difficult,
WI,"TOWN OF MENOMINEE - 40001 -  Wards 1, 3, 4, 5",5507873222,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,1,3,5,,Very difficult,
WI,CITY OF GREENFIELD - 41236 -  WARD 5,5507971341,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,1,3,5,,Neither difficult nor easy,
WI,CITY OF GREENFIELD - 41236 -  WARD 6,5507971342,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,0,1,3,5,,Neither difficult nor easy,
WI,CITY OF GREENFIELD - 41236 -  WARD 8,5507971344,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,1,4,5,,Neither difficult nor easy,
WI,CITY OF GREENFIELD - 41236 -  WARD 21,5507971357,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,"VILLAGE OF WEST MILWAUKEE - 41191 -  WARDS - 1, 2 & 5",5507974022,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 3,5507974066,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,1,2,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 4,5507974067,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 13,5507974076,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 14,5507974077,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 20,5507974083,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Very difficult,
WI,CITY OF WAUWATOSA - 41291 -  WARD 21,5507974084,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very difficult,
WI,TOWN OF CLIFTON - 42008 -  WARD 1,5508172574,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,1,0,1,0,3,5,,Neither difficult nor easy,
WI,TOWN OF GRANT - 42012 -  WARD 1,5508172576,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Very easy,
WI,TOWN OF LINCOLN - 42024 -  WARD 1,5508172583,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,TOWN OF LITTLE FALLS - 42026 -  WARDS 1 & 2,5508172584,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Somewhat easy,
WI,TOWN OF OAKDALE - 42030 -  WARD 1,5508172586,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Neither difficult nor easy,
WI,TOWN OF PORTLAND - 42032 -  WARD 1,5508172587,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,4,1,5,,Very easy,
WI,TOWN OF TOMAH - 42042 -  WARDS 1 & 2,5508172592,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Somewhat easy,
WI,TOWN OF WELLS - 42046 -  WARD 1,5508172594,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,0,3,5,,Very difficult,
WI,TOWN OF LAKEWOOD - 43019 -  Ward 1,5508374745,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,4,1,5,,Very difficult,
WI,TOWN OF LITTLE RIVER - 43022 -  Wards 1&2,5508374746,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Somewhat easy,
WI,TOWN OF STILES - 43040 -  Wards 1&2,5508374761,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,2,2,1,5,,Neither difficult nor easy,
WI,TOWN OF PENSAUKEE - 43034 -  Wards 1&2,5508375328,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Neither difficult nor easy,
WI,TOWN OF THREE LAKES - 44036 -  WARDS 1-4,5508571996,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Very easy,
WI,TOWN OF ENTERPRISE - 44006 -  WARD 1,5508573298,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,TOWN OF LITTLE RICE - 44012 -  Ward 1,5508573308,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Somewhat easy,
WI,TOWN OF NEWBOLD - 44020 -  Ward 1,5508573310,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Somewhat easy,
WI,TOWN OF DEER CREEK - 45014 -  WARD 1,5508771771,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 1,5508972282,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 2,5508972283,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 3,5508972284,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,0,5,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 5,5508972285,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 7,5508972287,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Neither difficult nor easy,
WI,CITY OF CEDARBURG - 46211 -  Ward 4 & 8,5508972288,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Neither difficult nor easy,
WI,VILLAGE OF SAUKVILLE - 46181 -  Wards 3-5,5508973154,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Somewhat easy,
WI,"VILLAGE OF SAUKVILLE - 46181 -  Wards 6,7",5508973155,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Somewhat easy,
WI,TOWN OF ALBANY - 47002 -  Ward 1,5509172636,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,TOWN OF DURAND - 47004 -  Wards 1 - 2,5509172637,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Very easy,
WI,TOWN OF WAUBEEK - 47016 -  Ward 1,5509172642,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Neither difficult nor easy,
WI,TOWN OF DIAMOND BLUFF - 48004 -  Ward 1,5509371891,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Very difficult,
WI,TOWN OF ELLSWORTH - 48006 -  Wards 1 - 2,5509371894,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,4,1,5,,Neither difficult nor easy,
WI,TOWN OF MAIDEN ROCK - 48016 -  Ward 1,5509371898,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,3,1,5,,Very easy,
WI,VILLAGE OF BAY CITY - 48106 -  Ward 1,5509371908,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,0,4,0,5,,Very difficult,
WI,TOWN OF CLAM FALLS - 49014 -  Ward 1,5509572745,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,3,1,1,5,,Neither difficult nor easy,
WI,TOWN OF GARFIELD - 49024 -  Wards 1-3,5509572750,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,2,2,5,,Very easy,
WI,TOWN OF GEORGETOWN  - 49026 -  Wards 1-2,5509572751,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,2,2,0,1,5,,Very easy,
WI,TOWN OF LUCK - 49036 -  Wards 1-2,5509572756,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,1,4,5,,Very difficult,
WI,VILLAGE OF BALSAM LAKE - 49106 -  Wards 1-2,5509572763,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,2,,0,0,0,0,3,2,5,,Somewhat difficult,
WI,VILLAGE OF CLEAR LAKE - 49113 -  Ward 1-2,5509572766,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,0,4,5,,Neither difficult nor easy,
WI,VILLAGE OF MILLTOWN - 49151 -  Ward 1,5509572770,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Very difficult,
WI,TOWN OF BUENA VISTA - 50010 -  Wards 1 & 2,5509773533,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,3,2,0,5,,Neither difficult nor easy,
WI,TOWN OF CARSON - 50012 -  Wards 1 & 2,5509773534,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,1,3,5,,Somewhat easy,
WI,TOWN OF DEWEY - 50014 -  Ward 1,5509773540,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,1,4,0,5,,Neither difficult nor easy,
WI,TOWN OF EAU PLEINE - 50016 -  Ward 1,5509773541,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Very easy,
WI,TOWN OF LINWOOD - 50024 -  Wards 1 & 2,5509773544,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,5,0,5,,Very easy,
WI,TOWN OF SHARON - 50032 -  Wards 1-3,5509773547,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,1,1,2,1,5,,Very easy,
WI,VILLAGE OF NELSONVILLE - 50161 -  Ward 1,5509773549,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,2,3,5,,Somewhat easy,
WI,TOWN OF BELMONT - 50008 -  Ward 1,5509773673,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,5,,0,0,0,0,3,2,5,,Very easy,
